CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL,TYPE
43,2020,2,Fremont,197,189,387,Forecast
43,2020,3,Fremont,205,196,401,Forecast
43,2020,4,Fremont,211,202,413,Forecast
45,2020,0,Garfield,402,384,786,Forecast
45,2020,1,Garfield,406,388,794,Forecast
45,2020,2,Garfield,411,393,804,Forecast
45,2020,3,Garfield,412,394,807,Forecast
45,2020,4,Garfield,420,402,822,Forecast
47,2020,0,Gilpin,21,20,41,Forecast
47,2020,1,Gilpin,22,21,43,Forecast
47,2020,2,Gilpin,23,22,45,Forecast
47,2020,3,Gilpin,24,23,46,Forecast
47,2020,4,Gilpin,26,25,51,Forecast
49,2020,0,Grand,68,65,134,Forecast
49,2020,1,Grand,72,69,141,Forecast
49,2020,2,Grand,76,73,149,Forecast
49,2020,3,Grand,75,72,148,Forecast
49,2020,4,Grand,78,75,154,Forecast
51,2020,0,Gunnison,79,75,154,Forecast
51,2020,1,Gunnison,83,80,163,Forecast
51,2020,2,Gunnison,88,84,172,Forecast
51,2020,3,Gunnison,78,75,153,Forecast
51,2020,4,Gunnison,92,89,181,Forecast
53,2020,0,Hinsdale,3,3,6,Forecast
53,2020,1,Hinsdale,3,3,7,Forecast
53,2020,2,Hinsdale,4,4,7,Forecast
53,2020,3,Hinsdale,3,3,5,Forecast
53,2020,4,Hinsdale,2,2,4,Forecast
55,2020,0,Huerfano,25,24,48,Forecast
55,2020,1,Huerfano,25,24,49,Forecast
55,2020,2,Huerfano,25,24,49,Forecast
55,2020,3,Huerfano,25,24,49,Forecast
55,2020,4,Huerfano,27,26,52,Forecast
57,2020,0,Jackson,7,6,13,Forecast
57,2020,1,Jackson,7,6,13,Forecast
57,2020,2,Jackson,7,7,13,Forecast
57,2020,3,Jackson,8,8,16,Forecast
57,2020,4,Jackson,7,7,13,Forecast
59,2020,0,Jefferson,3098,2964,6062,Forecast
59,2020,1,Jefferson,3148,3011,6159,Forecast
59,2020,2,Jefferson,3205,3068,6273,Forecast
59,2020,3,Jefferson,3130,2998,6128,Forecast
59,2020,4,Jefferson,3135,3006,6142,Forecast
61,2020,0,Kiowa,9,9,18,Forecast
61,2020,1,Kiowa,10,10,19,Forecast
61,2020,2,Kiowa,11,10,21,Forecast
61,2020,3,Kiowa,9,9,18,Forecast
61,2020,4,Kiowa,11,10,21,Forecast
63,2020,0,Kit Carson,49,47,96,Forecast
63,2020,1,Kit Carson,48,46,94,Forecast
63,2020,2,Kit Carson,47,45,92,Forecast
63,2020,3,Kit Carson,44,42,86,Forecast
63,2020,4,Kit Carson,44,42,86,Forecast
65,2020,0,Lake,47,45,93,Forecast
65,2020,1,Lake,46,44,90,Forecast
65,2020,2,Lake,45,43,88,Forecast
65,2020,3,Lake,47,45,92,Forecast
65,2020,4,Lake,36,35,72,Forecast
67,2020,0,La Plata,267,255,523,Forecast
67,2020,1,La Plata,265,253,519,Forecast
67,2020,2,La Plata,264,253,517,Forecast
67,2020,3,La Plata,250,239,490,Forecast
67,2020,4,La Plata,281,269,550,Forecast
69,2020,0,Larimer,1835,1756,3591,Forecast
69,2020,1,Larimer,1857,1779,3637,Forecast
69,2020,2,Larimer,1887,1810,3697,Forecast
69,2020,3,Larimer,1871,1797,3668,Forecast
69,2020,4,Larimer,1978,1902,3879,Forecast
71,2020,0,Las Animas,67,64,130,Forecast
71,2020,1,Las Animas,70,67,137,Forecast
71,2020,2,Las Animas,74,71,145,Forecast
71,2020,3,Las Animas,77,74,151,Forecast
71,2020,4,Las Animas,71,68,139,Forecast
73,2020,0,Lincoln,29,28,57,Forecast
73,2020,1,Lincoln,30,28,58,Forecast
73,2020,2,Lincoln,30,29,59,Forecast
73,2020,3,Lincoln,30,29,58,Forecast
73,2020,4,Lincoln,30,28,58,Forecast
75,2020,0,Logan,116,110,226,Forecast
75,2020,1,Logan,118,112,230,Forecast
75,2020,2,Logan,120,115,235,Forecast
75,2020,3,Logan,119,114,233,Forecast
75,2020,4,Logan,110,107,217,Forecast
77,2020,0,Mesa,792,757,1549,Forecast
77,2020,1,Mesa,793,758,1552,Forecast
77,2020,2,Mesa,798,763,1560,Forecast
77,2020,3,Mesa,848,811,1659,Forecast
77,2020,4,Mesa,879,841,1721,Forecast
79,2020,0,Mineral,4,3,7,Forecast
79,2020,1,Mineral,4,4,8,Forecast
79,2020,2,Mineral,4,4,8,Forecast
79,2020,3,Mineral,4,4,8,Forecast
79,2020,4,Mineral,5,4,9,Forecast
81,2020,0,Moffat,95,91,187,Forecast
81,2020,1,Moffat,97,93,190,Forecast
81,2020,2,Moffat,99,95,193,Forecast
81,2020,3,Moffat,91,87,178,Forecast
81,2020,4,Moffat,94,90,184,Forecast
83,2020,0,Montezuma,138,132,269,Forecast
83,2020,1,Montezuma,137,132,269,Forecast
83,2020,2,Montezuma,138,132,270,Forecast
83,2020,3,Montezuma,143,138,281,Forecast
83,2020,4,Montezuma,169,163,331,Forecast
85,2020,0,Montrose,221,211,432,Forecast
85,2020,1,Montrose,218,209,427,Forecast
85,2020,2,Montrose,217,207,424,Forecast
85,2020,3,Montrose,239,229,468,Forecast
85,2020,4,Montrose,218,209,427,Forecast
87,2020,0,Morgan,230,220,449,Forecast
87,2020,1,Morgan,230,220,451,Forecast
87,2020,2,Morgan,233,223,456,Forecast
87,2020,3,Morgan,205,196,402,Forecast
87,2020,4,Morgan,216,207,423,Forecast
89,2020,0,Otero,103,98,201,Forecast
89,2020,1,Otero,110,105,215,Forecast
89,2020,2,Otero,119,113,231,Forecast
89,2020,3,Otero,117,113,230,Forecast
89,2020,4,Otero,126,121,246,Forecast
91,2020,0,Ouray,21,20,41,Forecast
91,2020,1,Ouray,21,21,42,Forecast
91,2020,2,Ouray,22,21,43,Forecast
91,2020,3,Ouray,20,19,38,Forecast
91,2020,4,Ouray,23,22,45,Forecast
93,2020,0,Park,75,71,146,Forecast
93,2020,1,Park,77,73,150,Forecast
93,2020,2,Park,79,76,155,Forecast
93,2020,3,Park,73,70,144,Forecast
93,2020,4,Park,81,79,160,Forecast
95,2020,0,Phillips,33,32,65,Forecast
95,2020,1,Phillips,34,33,67,Forecast
95,2020,2,Phillips,36,34,70,Forecast
95,2020,3,Phillips,28,27,55,Forecast
95,2020,4,Phillips,35,34,69,Forecast
97,2020,0,Pitkin,76,73,149,Forecast
97,2020,1,Pitkin,75,72,147,Forecast
97,2020,2,Pitkin,75,71,146,Forecast
97,2020,3,Pitkin,77,74,151,Forecast
97,2020,4,Pitkin,69,66,134,Forecast
99,2020,0,Prowers,86,82,167,Forecast
99,2020,1,Prowers,91,87,178,Forecast
99,2020,2,Prowers,97,93,190,Forecast
99,2020,3,Prowers,84,81,165,Forecast
99,2020,4,Prowers,98,93,191,Forecast
101,2020,0,Pueblo,919,879,1797,Forecast
101,2020,1,Pueblo,932,892,1824,Forecast
101,2020,2,Pueblo,949,908,1857,Forecast
101,2020,3,Pueblo,922,883,1805,Forecast
101,2020,4,Pueblo,959,919,1878,Forecast
103,2020,0,Rio Blanco,37,36,73,Forecast
103,2020,1,Rio Blanco,38,37,75,Forecast
103,2020,2,Rio Blanco,39,37,76,Forecast
103,2020,3,Rio Blanco,35,33,68,Forecast
103,2020,4,Rio Blanco,39,37,76,Forecast
105,2020,0,Rio Grande,66,63,130,Forecast
105,2020,1,Rio Grande,70,67,136,Forecast
105,2020,2,Rio Grande,73,70,143,Forecast
105,2020,3,Rio Grande,63,60,123,Forecast
105,2020,4,Rio Grande,73,70,144,Forecast
107,2020,0,Routt,114,110,224,Forecast
107,2020,1,Routt,120,115,235,Forecast
107,2020,2,Routt,127,122,248,Forecast
107,2020,3,Routt,134,129,262,Forecast
107,2020,4,Routt,146,141,287,Forecast
109,2020,0,Saguache,41,39,80,Forecast
109,2020,1,Saguache,42,40,83,Forecast
109,2020,2,Saguache,44,42,86,Forecast
109,2020,3,Saguache,37,36,73,Forecast
109,2020,4,Saguache,44,43,87,Forecast
111,2020,0,San Juan,3,3,6,Forecast
111,2020,1,San Juan,3,3,6,Forecast
111,2020,2,San Juan,3,3,6,Forecast
111,2020,3,San Juan,4,3,7,Forecast
111,2020,4,San Juan,3,3,6,Forecast
113,2020,0,San Miguel,41,40,81,Forecast
113,2020,1,San Miguel,43,41,84,Forecast
113,2020,2,San Miguel,45,43,88,Forecast
113,2020,3,San Miguel,42,41,83,Forecast
113,2020,4,San Miguel,44,43,87,Forecast
115,2020,0,Sedgwick,12,12,24,Forecast
115,2020,1,Sedgwick,13,12,25,Forecast
115,2020,2,Sedgwick,14,13,27,Forecast
115,2020,3,Sedgwick,10,10,20,Forecast
115,2020,4,Sedgwick,15,14,29,Forecast
117,2020,0,Summit,140,134,275,Forecast
117,2020,1,Summit,138,131,269,Forecast
117,2020,2,Summit,134,128,262,Forecast
117,2020,3,Summit,132,126,259,Forecast
117,2020,4,Summit,135,129,264,Forecast
119,2020,0,Teller,95,90,185,Forecast
119,2020,1,Teller,97,93,190,Forecast
119,2020,2,Teller,100,96,196,Forecast
119,2020,3,Teller,107,103,210,Forecast
119,2020,4,Teller,118,114,231,Forecast
121,2020,0,Washington,22,21,43,Forecast
121,2020,1,Washington,23,22,46,Forecast
121,2020,2,Washington,25,24,48,Forecast
121,2020,3,Washington,25,24,49,Forecast
121,2020,4,Washington,32,31,63,Forecast
123,2020,0,Weld,2264,2166,4430,Forecast
123,2020,1,Weld,2294,2198,4492,Forecast
123,2020,2,Weld,2336,2242,4578,Forecast
123,2020,3,Weld,2426,2331,4757,Forecast
123,2020,4,Weld,2460,2366,4826,Forecast
125,2020,0,Yuma,73,70,143,Forecast
125,2020,1,Yuma,75,72,148,Forecast
125,2020,2,Yuma,78,75,153,Forecast
125,2020,3,Yuma,76,72,148,Forecast
125,2020,4,Yuma,76,73,150,Forecast
1,2021,0,Adams,3856,3702,7558,Forecast
1,2021,1,Adams,3733,3575,7308,Forecast
1,2021,2,Adams,3720,3559,7279,Forecast
1,2021,3,Adams,3711,3555,7266,Forecast
1,2021,4,Adams,3695,3545,7240,Forecast
3,2021,0,Alamosa,102,98,200,Forecast
3,2021,1,Alamosa,101,96,197,Forecast
3,2021,2,Alamosa,103,99,202,Forecast
3,2021,3,Alamosa,106,102,207,Forecast
3,2021,4,Alamosa,106,102,208,Forecast
5,2021,0,Arapahoe,4028,3863,7891,Forecast
5,2021,1,Arapahoe,3939,3771,7710,Forecast
5,2021,2,Arapahoe,3990,3818,7807,Forecast
5,2021,3,Arapahoe,4039,3869,7908,Forecast
5,2021,4,Arapahoe,4135,3965,8100,Forecast
7,2021,0,Archuleta,65,62,128,Forecast
7,2021,1,Archuleta,63,61,124,Forecast
7,2021,2,Archuleta,64,61,124,Forecast
7,2021,3,Archuleta,64,61,125,Forecast
7,2021,4,Archuleta,73,70,143,Forecast
9,2021,0,Baca,18,17,36,Forecast
9,2021,1,Baca,19,18,36,Forecast
9,2021,2,Baca,20,19,39,Forecast
9,2021,3,Baca,21,20,41,Forecast
9,2021,4,Baca,21,20,42,Forecast
11,2021,0,Bent,24,23,47,Forecast
11,2021,1,Bent,24,23,48,Forecast
11,2021,2,Bent,25,24,50,Forecast
11,2021,3,Bent,26,25,52,Forecast
11,2021,4,Bent,25,24,49,Forecast
13,2021,0,Boulder,1479,1415,2893,Forecast
13,2021,1,Boulder,1440,1378,2818,Forecast
13,2021,2,Boulder,1449,1386,2835,Forecast
13,2021,3,Boulder,1456,1394,2850,Forecast
13,2021,4,Boulder,1399,1341,2740,Forecast
14,2021,0,Broomfield,386,369,755,Forecast
14,2021,1,Broomfield,376,361,737,Forecast
14,2021,2,Broomfield,379,364,743,Forecast
14,2021,3,Broomfield,381,366,748,Forecast
14,2021,4,Broomfield,398,383,781,Forecast
15,2021,0,Chaffee,80,77,157,Forecast
15,2021,1,Chaffee,80,77,157,Forecast
15,2021,2,Chaffee,83,79,162,Forecast
15,2021,3,Chaffee,85,82,167,Forecast
15,2021,4,Chaffee,84,81,165,Forecast
17,2021,0,Cheyenne,13,13,26,Forecast
17,2021,1,Cheyenne,13,13,26,Forecast
17,2021,2,Cheyenne,14,13,27,Forecast
17,2021,3,Cheyenne,14,13,27,Forecast
17,2021,4,Cheyenne,11,11,22,Forecast
19,2021,0,Clear Creek,44,42,86,Forecast
19,2021,1,Clear Creek,44,42,86,Forecast
19,2021,2,Clear Creek,46,44,89,Forecast
19,2021,3,Clear Creek,47,46,93,Forecast
19,2021,4,Clear Creek,46,45,91,Forecast
21,2021,0,Conejos,53,51,104,Forecast
21,2021,1,Conejos,52,50,102,Forecast
21,2021,2,Conejos,52,50,103,Forecast
21,2021,3,Conejos,53,50,103,Forecast
21,2021,4,Conejos,52,49,101,Forecast
23,2021,0,Costilla,16,16,32,Forecast
23,2021,1,Costilla,17,16,32,Forecast
23,2021,2,Costilla,17,17,34,Forecast
23,2021,3,Costilla,18,17,35,Forecast
23,2021,4,Costilla,23,22,45,Forecast
25,2021,0,Crowley,15,14,29,Forecast
25,2021,1,Crowley,14,14,28,Forecast
25,2021,2,Crowley,14,13,27,Forecast
25,2021,3,Crowley,13,13,26,Forecast
25,2021,4,Crowley,17,16,33,Forecast
27,2021,0,Custer,14,14,28,Forecast
27,2021,1,Custer,14,13,27,Forecast
27,2021,2,Custer,14,13,27,Forecast
27,2021,3,Custer,13,13,26,Forecast
27,2021,4,Custer,23,23,46,Forecast
29,2021,0,Delta,144,138,282,Forecast
29,2021,1,Delta,142,136,279,Forecast
29,2021,2,Delta,146,140,286,Forecast
29,2021,3,Delta,150,144,294,Forecast
29,2021,4,Delta,146,140,286,Forecast
31,2021,0,Denver,4720,4520,9239,Forecast
31,2021,1,Denver,4454,4263,8718,Forecast
31,2021,2,Denver,4280,4095,8375,Forecast
31,2021,3,Denver,4075,3902,7977,Forecast
31,2021,4,Denver,3930,3765,7696,Forecast
33,2021,0,Dolores,7,6,13,Forecast
33,2021,1,Dolores,7,6,13,Forecast
33,2021,2,Dolores,7,7,14,Forecast
33,2021,3,Dolores,8,7,15,Forecast
33,2021,4,Dolores,7,7,14,Forecast
35,2021,0,Douglas,1947,1861,3807,Forecast
35,2021,1,Douglas,1883,1802,3685,Forecast
35,2021,2,Douglas,1884,1804,3688,Forecast
35,2021,3,Douglas,1884,1805,3689,Forecast
35,2021,4,Douglas,1880,1802,3682,Forecast
37,2021,0,Eagle,288,275,562,Forecast
37,2021,1,Eagle,281,269,550,Forecast
37,2021,2,Eagle,283,271,554,Forecast
37,2021,3,Eagle,284,273,556,Forecast
37,2021,4,Eagle,303,292,595,Forecast
39,2021,0,Elbert,162,155,317,Forecast
39,2021,1,Elbert,160,153,313,Forecast
39,2021,2,Elbert,162,156,318,Forecast
39,2021,3,Elbert,162,157,319,Forecast
39,2021,4,Elbert,167,163,330,Forecast
41,2021,0,El Paso,4997,4774,9771,Forecast
41,2021,1,El Paso,4810,4600,9411,Forecast
41,2021,2,El Paso,4750,4544,9294,Forecast
41,2021,3,El Paso,4675,4473,9148,Forecast
41,2021,4,El Paso,4807,4599,9406,Forecast
43,2021,0,Fremont,192,184,376,Forecast
43,2021,1,Fremont,190,182,373,Forecast
43,2021,2,Fremont,196,188,383,Forecast
43,2021,3,Fremont,200,192,392,Forecast
43,2021,4,Fremont,207,199,406,Forecast
45,2021,0,Garfield,411,393,804,Forecast
45,2021,1,Garfield,400,382,782,Forecast
45,2021,2,Garfield,405,388,793,Forecast
45,2021,3,Garfield,411,393,804,Forecast
45,2021,4,Garfield,412,394,807,Forecast
47,2021,0,Gilpin,21,20,41,Forecast
47,2021,1,Gilpin,21,21,42,Forecast
47,2021,2,Gilpin,23,22,44,Forecast
47,2021,3,Gilpin,24,23,47,Forecast
47,2021,4,Gilpin,24,24,48,Forecast
49,2021,0,Grand,70,67,136,Forecast
49,2021,1,Grand,71,68,139,Forecast
49,2021,2,Grand,75,72,147,Forecast
49,2021,3,Grand,79,76,155,Forecast
49,2021,4,Grand,78,75,154,Forecast
51,2021,0,Gunnison,80,76,156,Forecast
51,2021,1,Gunnison,81,77,158,Forecast
51,2021,2,Gunnison,85,82,167,Forecast
51,2021,3,Gunnison,90,87,177,Forecast
51,2021,4,Gunnison,80,77,158,Forecast
53,2021,0,Hinsdale,3,3,7,Forecast
53,2021,1,Hinsdale,3,3,7,Forecast
53,2021,2,Hinsdale,4,4,7,Forecast
53,2021,3,Hinsdale,4,4,8,Forecast
53,2021,4,Hinsdale,3,3,6,Forecast
55,2021,0,Huerfano,25,24,50,Forecast
55,2021,1,Huerfano,25,24,49,Forecast
55,2021,2,Huerfano,26,25,50,Forecast
55,2021,3,Huerfano,26,25,51,Forecast
55,2021,4,Huerfano,26,25,50,Forecast
57,2021,0,Jackson,7,7,14,Forecast
57,2021,1,Jackson,7,6,13,Forecast
57,2021,2,Jackson,7,7,13,Forecast
57,2021,3,Jackson,7,7,14,Forecast
57,2021,4,Jackson,8,8,16,Forecast
59,2021,0,Jefferson,3133,2997,6129,Forecast
59,2021,1,Jefferson,3108,2973,6080,Forecast
59,2021,2,Jefferson,3177,3041,6218,Forecast
59,2021,3,Jefferson,3235,3098,6334,Forecast
59,2021,4,Jefferson,3159,3028,6188,Forecast
61,2021,0,Kiowa,9,9,18,Forecast
61,2021,1,Kiowa,9,9,18,Forecast
61,2021,2,Kiowa,10,10,20,Forecast
61,2021,3,Kiowa,11,10,21,Forecast
61,2021,4,Kiowa,9,9,18,Forecast
63,2021,0,Kit Carson,50,48,98,Forecast
63,2021,1,Kit Carson,49,47,97,Forecast
63,2021,2,Kit Carson,48,46,95,Forecast
63,2021,3,Kit Carson,47,45,93,Forecast
63,2021,4,Kit Carson,44,43,87,Forecast
65,2021,0,Lake,50,48,97,Forecast
65,2021,1,Lake,48,46,94,Forecast
65,2021,2,Lake,47,45,92,Forecast
65,2021,3,Lake,46,44,90,Forecast
65,2021,4,Lake,48,46,94,Forecast
67,2021,0,La Plata,276,263,539,Forecast
67,2021,1,La Plata,266,254,521,Forecast
67,2021,2,La Plata,265,253,518,Forecast
67,2021,3,La Plata,264,253,517,Forecast
67,2021,4,La Plata,250,239,490,Forecast
69,2021,0,Larimer,1899,1817,3716,Forecast
69,2021,1,Larimer,1875,1796,3671,Forecast
69,2021,2,Larimer,1906,1828,3734,Forecast
69,2021,3,Larimer,1938,1861,3799,Forecast
69,2021,4,Larimer,1922,1848,3771,Forecast
71,2021,0,Las Animas,66,64,130,Forecast
71,2021,1,Las Animas,67,64,132,Forecast
71,2021,2,Las Animas,71,68,139,Forecast
71,2021,3,Las Animas,75,72,147,Forecast
71,2021,4,Las Animas,78,75,153,Forecast
73,2021,0,Lincoln,31,29,60,Forecast
73,2021,1,Lincoln,30,29,59,Forecast
73,2021,2,Lincoln,31,29,60,Forecast
73,2021,3,Lincoln,31,30,61,Forecast
73,2021,4,Lincoln,31,30,60,Forecast
75,2021,0,Logan,116,111,228,Forecast
75,2021,1,Logan,115,110,225,Forecast
75,2021,2,Logan,117,112,230,Forecast
75,2021,3,Logan,120,115,234,Forecast
75,2021,4,Logan,119,115,234,Forecast
77,2021,0,Mesa,807,771,1578,Forecast
77,2021,1,Mesa,789,755,1544,Forecast
77,2021,2,Mesa,794,759,1553,Forecast
77,2021,3,Mesa,800,765,1564,Forecast
77,2021,4,Mesa,851,814,1665,Forecast
79,2021,0,Mineral,4,4,7,Forecast
79,2021,1,Mineral,4,4,7,Forecast
79,2021,2,Mineral,4,4,8,Forecast
79,2021,3,Mineral,4,4,8,Forecast
79,2021,4,Mineral,4,4,8,Forecast
81,2021,0,Moffat,96,92,188,Forecast
81,2021,1,Moffat,95,91,186,Forecast
81,2021,2,Moffat,97,93,190,Forecast
81,2021,3,Moffat,99,95,194,Forecast
81,2021,4,Moffat,92,88,179,Forecast
83,2021,0,Montezuma,145,139,283,Forecast
83,2021,1,Montezuma,142,136,278,Forecast
83,2021,2,Montezuma,142,137,279,Forecast
83,2021,3,Montezuma,143,138,281,Forecast
83,2021,4,Montezuma,148,143,291,Forecast
85,2021,0,Montrose,228,218,447,Forecast
85,2021,1,Montrose,220,211,431,Forecast
85,2021,2,Montrose,219,210,429,Forecast
85,2021,3,Montrose,218,209,427,Forecast
85,2021,4,Montrose,241,231,472,Forecast
87,2021,0,Morgan,233,223,457,Forecast
87,2021,1,Morgan,228,218,447,Forecast
87,2021,2,Morgan,231,221,452,Forecast
87,2021,3,Morgan,233,223,456,Forecast
87,2021,4,Morgan,205,196,402,Forecast
89,2021,0,Otero,101,97,198,Forecast
89,2021,1,Otero,104,99,203,Forecast
89,2021,2,Otero,112,107,219,Forecast
89,2021,3,Otero,120,116,236,Forecast
89,2021,4,Otero,119,114,234,Forecast
91,2021,0,Ouray,22,21,44,Forecast
91,2021,1,Ouray,22,21,43,Forecast
91,2021,2,Ouray,22,22,44,Forecast
91,2021,3,Ouray,23,22,45,Forecast
91,2021,4,Ouray,21,20,41,Forecast
93,2021,0,Park,79,75,154,Forecast
93,2021,1,Park,78,75,153,Forecast
93,2021,2,Park,81,78,158,Forecast
93,2021,3,Park,83,80,163,Forecast
93,2021,4,Park,77,75,152,Forecast
95,2021,0,Phillips,33,32,65,Forecast
95,2021,1,Phillips,33,32,65,Forecast
95,2021,2,Phillips,35,33,68,Forecast
95,2021,3,Phillips,36,34,70,Forecast
95,2021,4,Phillips,28,27,55,Forecast
97,2021,0,Pitkin,79,75,154,Forecast
97,2021,1,Pitkin,75,71,146,Forecast
97,2021,2,Pitkin,74,71,144,Forecast
97,2021,3,Pitkin,73,70,143,Forecast
97,2021,4,Pitkin,76,72,148,Forecast
99,2021,0,Prowers,84,80,165,Forecast
99,2021,1,Prowers,86,82,168,Forecast
99,2021,2,Prowers,91,88,179,Forecast
99,2021,3,Prowers,98,94,191,Forecast
99,2021,4,Prowers,85,81,166,Forecast
101,2021,0,Pueblo,932,892,1825,Forecast
101,2021,1,Pueblo,917,877,1794,Forecast
101,2021,2,Pueblo,934,894,1828,Forecast
101,2021,3,Pueblo,952,911,1863,Forecast
101,2021,4,Pueblo,926,887,1812,Forecast
103,2021,0,Rio Blanco,38,36,74,Forecast
103,2021,1,Rio Blanco,38,36,74,Forecast
103,2021,2,Rio Blanco,39,37,75,Forecast
103,2021,3,Rio Blanco,39,38,77,Forecast
103,2021,4,Rio Blanco,35,34,69,Forecast
105,2021,0,Rio Grande,66,63,129,Forecast
105,2021,1,Rio Grande,67,64,131,Forecast
105,2021,2,Rio Grande,70,67,138,Forecast
105,2021,3,Rio Grande,74,71,145,Forecast
105,2021,4,Rio Grande,63,61,124,Forecast
107,2021,0,Routt,118,113,230,Forecast
107,2021,1,Routt,119,114,233,Forecast
107,2021,2,Routt,125,120,245,Forecast
107,2021,3,Routt,132,127,258,Forecast
107,2021,4,Routt,139,134,273,Forecast
109,2021,0,Saguache,41,39,80,Forecast
109,2021,1,Saguache,41,40,81,Forecast
109,2021,2,Saguache,43,41,84,Forecast
109,2021,3,Saguache,45,43,88,Forecast
109,2021,4,Saguache,38,36,74,Forecast
111,2021,0,San Juan,3,3,6,Forecast
111,2021,1,San Juan,3,3,6,Forecast
111,2021,2,San Juan,3,3,6,Forecast
111,2021,3,San Juan,3,3,6,Forecast
111,2021,4,San Juan,4,4,7,Forecast
113,2021,0,San Miguel,44,42,85,Forecast
113,2021,1,San Miguel,44,42,86,Forecast
113,2021,2,San Miguel,46,44,90,Forecast
113,2021,3,San Miguel,48,46,93,Forecast
113,2021,4,San Miguel,45,43,88,Forecast
115,2021,0,Sedgwick,12,12,24,Forecast
115,2021,1,Sedgwick,12,12,24,Forecast
115,2021,2,Sedgwick,13,12,26,Forecast
115,2021,3,Sedgwick,14,13,27,Forecast
115,2021,4,Sedgwick,10,10,20,Forecast
117,2021,0,Summit,143,137,280,Forecast
117,2021,1,Summit,137,131,268,Forecast
117,2021,2,Summit,135,129,263,Forecast
117,2021,3,Summit,131,126,257,Forecast
117,2021,4,Summit,130,124,254,Forecast
119,2021,0,Teller,98,93,191,Forecast
119,2021,1,Teller,98,94,192,Forecast
119,2021,2,Teller,101,97,199,Forecast
119,2021,3,Teller,104,100,205,Forecast
119,2021,4,Teller,112,107,219,Forecast
121,2021,0,Washington,22,21,44,Forecast
121,2021,1,Washington,23,22,44,Forecast
121,2021,2,Washington,24,23,47,Forecast
121,2021,3,Washington,25,24,49,Forecast
121,2021,4,Washington,26,25,50,Forecast
123,2021,0,Weld,2367,2265,4632,Forecast
123,2021,1,Weld,2320,2224,4544,Forecast
123,2021,2,Weld,2362,2266,4628,Forecast
123,2021,3,Weld,2407,2312,4719,Forecast
123,2021,4,Weld,2499,2403,4902,Forecast
125,2021,0,Yuma,74,70,144,Forecast
125,2021,1,Yuma,74,70,144,Forecast
125,2021,2,Yuma,76,73,149,Forecast
125,2021,3,Yuma,79,76,155,Forecast
125,2021,4,Yuma,76,73,150,Forecast
1,2022,0,Adams,3990,3829,7819,Forecast
1,2022,1,Adams,3862,3698,7560,Forecast
1,2022,2,Adams,3750,3588,7338,Forecast
1,2022,3,Adams,3732,3576,7308,Forecast
1,2022,4,Adams,3718,3566,7284,Forecast
3,2022,0,Alamosa,107,102,208,Forecast
3,2022,1,Alamosa,104,99,203,Forecast
3,2022,2,Alamosa,103,99,201,Forecast
3,2022,3,Alamosa,105,101,206,Forecast
3,2022,4,Alamosa,108,104,212,Forecast
5,2022,0,Arapahoe,4133,3963,8096,Forecast
5,2022,1,Arapahoe,4054,3881,7935,Forecast
5,2022,2,Arapahoe,3975,3804,7778,Forecast
5,2022,3,Arapahoe,4023,3853,7876,Forecast
5,2022,4,Arapahoe,4068,3901,7969,Forecast
7,2022,0,Archuleta,67,64,131,Forecast
7,2022,1,Archuleta,65,62,128,Forecast
7,2022,2,Archuleta,64,61,125,Forecast
7,2022,3,Archuleta,64,61,125,Forecast
7,2022,4,Archuleta,65,62,127,Forecast
9,2022,0,Baca,18,17,34,Forecast
9,2022,1,Baca,18,18,36,Forecast
9,2022,2,Baca,19,18,37,Forecast
9,2022,3,Baca,20,19,39,Forecast
9,2022,4,Baca,21,20,42,Forecast
11,2022,0,Bent,24,23,47,Forecast
11,2022,1,Bent,24,23,48,Forecast
11,2022,2,Bent,25,24,49,Forecast
11,2022,3,Bent,26,25,51,Forecast
11,2022,4,Bent,27,26,52,Forecast
13,2022,0,Boulder,1534,1468,3002,Forecast
13,2022,1,Boulder,1486,1421,2907,Forecast
13,2022,2,Boulder,1457,1394,2851,Forecast
13,2022,3,Boulder,1467,1405,2872,Forecast
13,2022,4,Boulder,1477,1415,2892,Forecast
14,2022,0,Broomfield,411,393,804,Forecast
14,2022,1,Broomfield,400,383,783,Forecast
14,2022,2,Broomfield,391,376,767,Forecast
14,2022,3,Broomfield,394,379,774,Forecast
14,2022,4,Broomfield,397,382,779,Forecast
15,2022,0,Chaffee,82,79,161,Forecast
15,2022,1,Chaffee,83,80,163,Forecast
15,2022,2,Chaffee,84,80,164,Forecast
15,2022,3,Chaffee,86,83,169,Forecast
15,2022,4,Chaffee,89,86,174,Forecast
17,2022,0,Cheyenne,13,13,26,Forecast
17,2022,1,Cheyenne,13,13,26,Forecast
17,2022,2,Cheyenne,14,13,26,Forecast
17,2022,3,Cheyenne,14,13,27,Forecast
17,2022,4,Cheyenne,14,13,28,Forecast
19,2022,0,Clear Creek,44,42,87,Forecast
19,2022,1,Clear Creek,45,43,88,Forecast
19,2022,2,Clear Creek,45,44,89,Forecast
19,2022,3,Clear Creek,47,45,92,Forecast
19,2022,4,Clear Creek,49,47,96,Forecast
21,2022,0,Conejos,55,52,107,Forecast
21,2022,1,Conejos,54,51,105,Forecast
21,2022,2,Conejos,53,51,103,Forecast
21,2022,3,Conejos,53,51,104,Forecast
21,2022,4,Conejos,53,51,104,Forecast
23,2022,0,Costilla,16,16,32,Forecast
