CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL,TYPE
1,2013,0,Adams,3700,3552,7252,Estimate
1,2013,1,Adams,3576,3424,7000,Estimate
1,2013,2,Adams,3753,3590,7343,Estimate
1,2013,3,Adams,3857,3489,7346,Estimate
1,2013,4,Adams,3837,3591,7427,Estimate
3,2013,0,Alamosa,115,110,225,Estimate
3,2013,1,Alamosa,107,102,208,Estimate
3,2013,2,Alamosa,121,116,237,Estimate
3,2013,3,Alamosa,112,127,240,Estimate
3,2013,4,Alamosa,120,139,259,Estimate
5,2013,0,Arapahoe,4065,3897,7962,Estimate
5,2013,1,Arapahoe,4056,3882,7938,Estimate
5,2013,2,Arapahoe,4078,3903,7981,Estimate
5,2013,3,Arapahoe,4117,3950,8067,Estimate
5,2013,4,Arapahoe,4254,4067,8321,Estimate
7,2013,0,Archuleta,55,52,107,Estimate
7,2013,1,Archuleta,60,58,118,Estimate
7,2013,2,Archuleta,71,68,139,Estimate
7,2013,3,Archuleta,67,46,112,Estimate
7,2013,4,Archuleta,63,54,117,Estimate
9,2013,0,Baca,24,23,48,Estimate
9,2013,1,Baca,27,25,52,Estimate
9,2013,2,Baca,21,20,41,Estimate
9,2013,3,Baca,18,21,39,Estimate
9,2013,4,Baca,20,23,43,Estimate
11,2013,0,Bent,20,19,39,Estimate
11,2013,1,Bent,26,25,51,Estimate
11,2013,2,Bent,21,20,41,Estimate
11,2013,3,Bent,23,26,49,Estimate
11,2013,4,Bent,27,28,54,Estimate
13,2013,0,Boulder,1525,1460,2985,Estimate
13,2013,1,Boulder,1528,1462,2991,Estimate
13,2013,2,Boulder,1570,1502,3072,Estimate
13,2013,3,Boulder,1657,1524,3181,Estimate
13,2013,4,Boulder,1671,1579,3250,Estimate
14,2013,0,Broomfield,355,339,694,Estimate
14,2013,1,Broomfield,354,339,692,Estimate
14,2013,2,Broomfield,363,348,711,Estimate
14,2013,3,Broomfield,383,340,723,Estimate
14,2013,4,Broomfield,391,365,756,Estimate
15,2013,0,Chaffee,59,56,115,Estimate
15,2013,1,Chaffee,81,78,159,Estimate
15,2013,2,Chaffee,81,78,158,Estimate
15,2013,3,Chaffee,81,80,161,Estimate
15,2013,4,Chaffee,84,83,168,Estimate
17,2013,0,Cheyenne,14,13,27,Estimate
17,2013,1,Cheyenne,20,19,39,Estimate
17,2013,2,Cheyenne,11,11,22,Estimate
17,2013,3,Cheyenne,8,15,23,Estimate
17,2013,4,Cheyenne,13,14,26,Estimate
19,2013,0,Clear Creek,36,35,71,Estimate
19,2013,1,Clear Creek,33,32,65,Estimate
19,2013,2,Clear Creek,37,35,72,Estimate
19,2013,3,Clear Creek,39,41,81,Estimate
19,2013,4,Clear Creek,47,44,91,Estimate
21,2013,0,Conejos,56,53,109,Estimate
21,2013,1,Conejos,64,61,125,Estimate
21,2013,2,Conejos,53,51,104,Estimate
21,2013,3,Conejos,58,78,136,Estimate
21,2013,4,Conejos,58,59,118,Estimate
23,2013,0,Costilla,15,14,29,Estimate
23,2013,1,Costilla,15,14,29,Estimate
23,2013,2,Costilla,20,19,39,Estimate
23,2013,3,Costilla,18,16,34,Estimate
23,2013,4,Costilla,16,20,36,Estimate
25,2013,0,Crowley,20,19,39,Estimate
25,2013,1,Crowley,18,17,35,Estimate
25,2013,2,Crowley,15,14,29,Estimate
25,2013,3,Crowley,14,17,30,Estimate
25,2013,4,Crowley,13,19,31,Estimate
27,2013,0,Custer,11,11,22,Estimate
27,2013,1,Custer,14,13,27,Estimate
27,2013,2,Custer,12,12,24,Estimate
27,2013,3,Custer,10,15,25,Estimate
27,2013,4,Custer,11,19,30,Estimate
29,2013,0,Delta,160,153,313,Estimate
29,2013,1,Delta,165,158,323,Estimate
29,2013,2,Delta,163,156,319,Estimate
29,2013,3,Delta,159,150,308,Estimate
29,2013,4,Delta,165,151,316,Estimate
31,2013,0,Denver,4792,4589,9382,Estimate
31,2013,1,Denver,4590,4393,8983,Estimate
31,2013,2,Denver,4665,4463,9128,Estimate
31,2013,3,Denver,4188,4141,8328,Estimate
31,2013,4,Denver,4190,4022,8213,Estimate
33,2013,0,Dolores,9,9,17,Estimate
33,2013,1,Dolores,12,12,24,Estimate
33,2013,2,Dolores,9,9,18,Estimate
33,2013,3,Dolores,7,14,21,Estimate
33,2013,4,Dolores,17,13,30,Estimate
35,2013,0,Douglas,1782,1703,3485,Estimate
35,2013,1,Douglas,1819,1741,3560,Estimate
35,2013,2,Douglas,1878,1797,3675,Estimate
35,2013,3,Douglas,1977,1855,3832,Estimate
35,2013,4,Douglas,2164,2002,4166,Estimate
37,2013,0,Eagle,304,291,595,Estimate
37,2013,1,Eagle,344,329,673,Estimate
37,2013,2,Eagle,315,302,616,Estimate
37,2013,3,Eagle,351,355,706,Estimate
37,2013,4,Eagle,376,358,734,Estimate
39,2013,0,Elbert,83,79,162,Estimate
39,2013,1,Elbert,92,88,180,Estimate
39,2013,2,Elbert,96,92,187,Estimate
39,2013,3,Elbert,99,98,197,Estimate
39,2013,4,Elbert,124,125,250,Estimate
41,2013,0,El Paso,4661,4453,9114,Estimate
41,2013,1,El Paso,4676,4472,9148,Estimate
41,2013,2,El Paso,4732,4527,9260,Estimate
41,2013,3,El Paso,4511,4325,8836,Estimate
41,2013,4,El Paso,4619,4334,8953,Estimate
43,2013,0,Fremont,170,163,333,Estimate
43,2013,1,Fremont,195,187,382,Estimate
43,2013,2,Fremont,196,188,384,Estimate
43,2013,3,Fremont,181,189,369,Estimate
43,2013,4,Fremont,192,220,412,Estimate
45,2013,0,Garfield,415,396,811,Estimate
45,2013,1,Garfield,394,377,771,Estimate
45,2013,2,Garfield,423,405,828,Estimate
45,2013,3,Garfield,450,398,849,Estimate
45,2013,4,Garfield,448,421,869,Estimate
47,2013,0,Gilpin,25,24,50,Estimate
47,2013,1,Gilpin,21,20,41,Estimate
47,2013,2,Gilpin,25,24,50,Estimate
47,2013,3,Gilpin,31,24,56,Estimate
47,2013,4,Gilpin,32,35,66,Estimate
49,2013,0,Grand,61,58,119,Estimate
49,2013,1,Grand,57,54,111,Estimate
49,2013,2,Grand,54,52,106,Estimate
49,2013,3,Grand,68,73,141,Estimate
49,2013,4,Grand,76,94,171,Estimate
51,2013,0,Gunnison,77,74,151,Estimate
51,2013,1,Gunnison,85,81,166,Estimate
51,2013,2,Gunnison,79,76,156,Estimate
51,2013,3,Gunnison,83,78,161,Estimate
51,2013,4,Gunnison,90,70,160,Estimate
53,2013,0,Hinsdale,5,5,10,Estimate
53,2013,1,Hinsdale,3,3,6,Estimate
53,2013,2,Hinsdale,3,2,5,Estimate
53,2013,3,Hinsdale,8,4,11,Estimate
53,2013,4,Hinsdale,4,3,7,Estimate
55,2013,0,Huerfano,26,24,50,Estimate
55,2013,1,Huerfano,31,29,60,Estimate
55,2013,2,Huerfano,24,23,47,Estimate
55,2013,3,Huerfano,27,27,55,Estimate
55,2013,4,Huerfano,32,23,56,Estimate
57,2013,0,Jackson,3,3,6,Estimate
57,2013,1,Jackson,5,5,9,Estimate
57,2013,2,Jackson,6,6,12,Estimate
57,2013,3,Jackson,5,4,9,Estimate
57,2013,4,Jackson,6,5,11,Estimate
59,2013,0,Jefferson,2902,2776,5679,Estimate
59,2013,1,Jefferson,2886,2762,5649,Estimate
59,2013,2,Jefferson,2914,2791,5705,Estimate
59,2013,3,Jefferson,3021,2932,5953,Estimate
59,2013,4,Jefferson,3122,3051,6173,Estimate
61,2013,0,Kiowa,8,7,15,Estimate
61,2013,1,Kiowa,4,4,8,Estimate
61,2013,2,Kiowa,10,10,20,Estimate
61,2013,3,Kiowa,2,7,9,Estimate
61,2013,4,Kiowa,6,11,18,Estimate
63,2013,0,Kit Carson,44,42,86,Estimate
63,2013,1,Kit Carson,48,46,94,Estimate
63,2013,2,Kit Carson,53,51,105,Estimate
63,2013,3,Kit Carson,50,56,106,Estimate
63,2013,4,Kit Carson,50,50,100,Estimate
65,2013,0,Lake,41,39,81,Estimate
65,2013,1,Lake,37,35,72,Estimate
65,2013,2,Lake,52,50,102,Estimate
65,2013,3,Lake,52,56,108,Estimate
65,2013,4,Lake,47,52,98,Estimate
67,2013,0,La Plata,256,244,500,Estimate
67,2013,1,La Plata,278,266,545,Estimate
67,2013,2,La Plata,284,272,556,Estimate
67,2013,3,La Plata,305,272,578,Estimate
67,2013,4,La Plata,289,281,570,Estimate
69,2013,0,Larimer,1764,1688,3452,Estimate
69,2013,1,Larimer,1808,1732,3540,Estimate
69,2013,2,Larimer,1792,1718,3510,Estimate
69,2013,3,Larimer,1847,1751,3599,Estimate
69,2013,4,Larimer,1879,1765,3644,Estimate
71,2013,0,Las Animas,72,69,142,Estimate
71,2013,1,Las Animas,73,70,144,Estimate
71,2013,2,Las Animas,72,69,142,Estimate
71,2013,3,Las Animas,83,59,142,Estimate
71,2013,4,Las Animas,87,70,157,Estimate
73,2013,0,Lincoln,37,35,72,Estimate
73,2013,1,Lincoln,26,25,51,Estimate
73,2013,2,Lincoln,33,31,64,Estimate
73,2013,3,Lincoln,35,24,59,Estimate
73,2013,4,Lincoln,34,24,59,Estimate
75,2013,0,Logan,126,121,247,Estimate
75,2013,1,Logan,109,104,212,Estimate
75,2013,2,Logan,102,97,199,Estimate
75,2013,3,Logan,113,90,203,Estimate
75,2013,4,Logan,106,118,224,Estimate
77,2013,0,Mesa,944,902,1846,Estimate
77,2013,1,Mesa,917,876,1793,Estimate
77,2013,2,Mesa,963,921,1884,Estimate
77,2013,3,Mesa,1004,930,1935,Estimate
77,2013,4,Mesa,989,942,1931,Estimate
79,2013,0,Mineral,2,2,4,Estimate
79,2013,1,Mineral,3,3,6,Estimate
79,2013,2,Mineral,3,3,6,Estimate
79,2013,3,Mineral,1,8,9,Estimate
79,2013,4,Mineral,2,4,7,Estimate
81,2013,0,Moffat,97,92,189,Estimate
81,2013,1,Moffat,81,78,159,Estimate
81,2013,2,Moffat,90,86,176,Estimate
81,2013,3,Moffat,104,82,186,Estimate
81,2013,4,Moffat,109,83,193,Estimate
83,2013,0,Montezuma,151,145,296,Estimate
83,2013,1,Montezuma,151,145,296,Estimate
83,2013,2,Montezuma,159,152,310,Estimate
83,2013,3,Montezuma,166,150,316,Estimate
83,2013,4,Montezuma,165,155,320,Estimate
85,2013,0,Montrose,232,222,453,Estimate
85,2013,1,Montrose,202,194,396,Estimate
85,2013,2,Montrose,245,235,480,Estimate
85,2013,3,Montrose,254,225,478,Estimate
85,2013,4,Montrose,254,234,488,Estimate
87,2013,0,Morgan,209,200,409,Estimate
87,2013,1,Morgan,211,201,412,Estimate
87,2013,2,Morgan,230,220,450,Estimate
87,2013,3,Morgan,207,225,432,Estimate
87,2013,4,Morgan,207,245,452,Estimate
89,2013,0,Otero,97,92,189,Estimate
89,2013,1,Otero,138,132,269,Estimate
89,2013,2,Otero,127,121,248,Estimate
89,2013,3,Otero,103,121,224,Estimate
89,2013,4,Otero,124,109,233,Estimate
91,2013,0,Ouray,17,16,33,Estimate
91,2013,1,Ouray,18,17,35,Estimate
91,2013,2,Ouray,16,15,31,Estimate
91,2013,3,Ouray,15,24,39,Estimate
91,2013,4,Ouray,21,14,35,Estimate
93,2013,0,Park,51,49,100,Estimate
93,2013,1,Park,58,55,113,Estimate
93,2013,2,Park,62,59,121,Estimate
93,2013,3,Park,69,76,145,Estimate
93,2013,4,Park,83,78,162,Estimate
95,2013,0,Phillips,21,20,41,Estimate
95,2013,1,Phillips,28,27,56,Estimate
95,2013,2,Phillips,26,25,51,Estimate
95,2013,3,Phillips,24,26,50,Estimate
95,2013,4,Phillips,24,28,52,Estimate
97,2013,0,Pitkin,64,61,126,Estimate
97,2013,1,Pitkin,66,63,128,Estimate
97,2013,2,Pitkin,88,84,172,Estimate
97,2013,3,Pitkin,69,71,140,Estimate
97,2013,4,Pitkin,71,66,137,Estimate
99,2013,0,Prowers,85,81,167,Estimate
99,2013,1,Prowers,95,91,186,Estimate
99,2013,2,Prowers,73,70,143,Estimate
99,2013,3,Prowers,98,89,187,Estimate
99,2013,4,Prowers,110,94,204,Estimate
101,2013,0,Pueblo,943,902,1845,Estimate
101,2013,1,Pueblo,947,906,1852,Estimate
101,2013,2,Pueblo,935,895,1829,Estimate
101,2013,3,Pueblo,1061,922,1983,Estimate
101,2013,4,Pueblo,1061,989,2050,Estimate
103,2013,0,Rio Blanco,41,39,81,Estimate
103,2013,1,Rio Blanco,38,36,73,Estimate
103,2013,2,Rio Blanco,55,53,108,Estimate
103,2013,3,Rio Blanco,58,39,97,Estimate
103,2013,4,Rio Blanco,47,46,94,Estimate
105,2013,0,Rio Grande,76,73,149,Estimate
105,2013,1,Rio Grande,66,63,129,Estimate
105,2013,2,Rio Grande,76,73,149,Estimate
105,2013,3,Rio Grande,86,85,171,Estimate
105,2013,4,Rio Grande,72,79,151,Estimate
107,2013,0,Routt,107,102,209,Estimate
107,2013,1,Routt,115,111,226,Estimate
107,2013,2,Routt,122,117,239,Estimate
107,2013,3,Routt,124,130,254,Estimate
107,2013,4,Routt,128,141,268,Estimate
109,2013,0,Saguache,37,35,72,Estimate
109,2013,1,Saguache,39,38,77,Estimate
109,2013,2,Saguache,38,36,74,Estimate
109,2013,3,Saguache,31,42,73,Estimate
109,2013,4,Saguache,35,47,82,Estimate
111,2013,0,San Juan,1,1,1,Estimate
111,2013,1,San Juan,2,2,3,Estimate
111,2013,2,San Juan,4,4,8,Estimate
111,2013,3,San Juan,5,3,8,Estimate
111,2013,4,San Juan,4,3,7,Estimate
113,2013,0,San Miguel,36,34,70,Estimate
113,2013,1,San Miguel,39,37,76,Estimate
113,2013,2,San Miguel,42,41,83,Estimate
113,2013,3,San Miguel,42,36,78,Estimate
113,2013,4,San Miguel,57,47,104,Estimate
115,2013,0,Sedgwick,14,13,27,Estimate
115,2013,1,Sedgwick,11,11,22,Estimate
115,2013,2,Sedgwick,15,15,30,Estimate
115,2013,3,Sedgwick,11,13,24,Estimate
115,2013,4,Sedgwick,13,16,28,Estimate
117,2013,0,Summit,125,119,244,Estimate
117,2013,1,Summit,148,141,289,Estimate
117,2013,2,Summit,139,133,272,Estimate
117,2013,3,Summit,117,121,238,Estimate
117,2013,4,Summit,145,130,275,Estimate
119,2013,0,Teller,84,80,163,Estimate
119,2013,1,Teller,81,77,158,Estimate
119,2013,2,Teller,115,110,225,Estimate
119,2013,3,Teller,102,108,210,Estimate
119,2013,4,Teller,107,110,216,Estimate
121,2013,0,Washington,19,18,36,Estimate
121,2013,1,Washington,21,20,42,Estimate
121,2013,2,Washington,21,21,42,Estimate
121,2013,3,Washington,32,26,58,Estimate
121,2013,4,Washington,33,27,60,Estimate
123,2013,0,Weld,1977,1893,3870,Estimate
123,2013,1,Weld,1980,1898,3878,Estimate
123,2013,2,Weld,1976,1897,3873,Estimate
123,2013,3,Weld,1984,1979,3963,Estimate
123,2013,4,Weld,2082,1924,4006,Estimate
125,2013,0,Yuma,73,69,142,Estimate
125,2013,1,Yuma,81,77,158,Estimate
125,2013,2,Yuma,81,77,158,Estimate
125,2013,3,Yuma,56,73,129,Estimate
125,2013,4,Yuma,69,87,156,Estimate
1,2014,0,Adams,3636,3491,7127,Estimate
1,2014,1,Adams,3704,3547,7251,Estimate
1,2014,2,Adams,3591,3436,7027,Estimate
1,2014,3,Adams,3763,3606,7369,Estimate
1,2014,4,Adams,3862,3499,7361,Estimate
3,2014,0,Alamosa,123,117,240,Estimate
3,2014,1,Alamosa,114,109,224,Estimate
3,2014,2,Alamosa,106,102,208,Estimate
3,2014,3,Alamosa,121,116,237,Estimate
3,2014,4,Alamosa,112,127,240,Estimate
5,2014,0,Arapahoe,4098,3930,8028,Estimate
5,2014,1,Arapahoe,4095,3921,8016,Estimate
5,2014,2,Arapahoe,4097,3921,8018,Estimate
5,2014,3,Arapahoe,4118,3945,8063,Estimate
5,2014,4,Arapahoe,4152,3989,8141,Estimate
7,2014,0,Archuleta,56,54,110,Estimate
7,2014,1,Archuleta,55,53,108,Estimate
7,2014,2,Archuleta,61,58,119,Estimate
7,2014,3,Archuleta,71,68,140,Estimate
7,2014,4,Archuleta,67,46,113,Estimate
9,2014,0,Baca,19,18,37,Estimate
9,2014,1,Baca,24,23,47,Estimate
9,2014,2,Baca,26,25,52,Estimate
9,2014,3,Baca,21,20,41,Estimate
9,2014,4,Baca,18,21,39,Estimate
11,2014,0,Bent,17,16,33,Estimate
11,2014,1,Bent,20,20,40,Estimate
11,2014,2,Bent,27,26,52,Estimate
11,2014,3,Bent,22,21,43,Estimate
11,2014,4,Bent,24,27,50,Estimate
13,2014,0,Boulder,1512,1447,2958,Estimate
13,2014,1,Boulder,1529,1462,2991,Estimate
13,2014,2,Boulder,1539,1472,3011,Estimate
13,2014,3,Boulder,1582,1515,3097,Estimate
13,2014,4,Boulder,1670,1537,3206,Estimate
14,2014,0,Broomfield,366,350,715,Estimate
14,2014,1,Broomfield,361,346,707,Estimate
14,2014,2,Broomfield,361,347,708,Estimate
14,2014,3,Broomfield,371,356,727,Estimate
14,2014,4,Broomfield,391,348,739,Estimate
15,2014,0,Chaffee,75,72,146,Estimate
15,2014,1,Chaffee,60,57,117,Estimate
15,2014,2,Chaffee,83,80,163,Estimate
15,2014,3,Chaffee,83,79,162,Estimate
15,2014,4,Chaffee,83,82,164,Estimate
17,2014,0,Cheyenne,14,13,26,Estimate
17,2014,1,Cheyenne,14,13,27,Estimate
17,2014,2,Cheyenne,19,18,38,Estimate
17,2014,3,Cheyenne,11,11,22,Estimate
17,2014,4,Cheyenne,8,14,23,Estimate
19,2014,0,Clear Creek,42,40,82,Estimate
19,2014,1,Clear Creek,37,36,73,Estimate
19,2014,2,Clear Creek,34,33,67,Estimate
19,2014,3,Clear Creek,38,36,74,Estimate
19,2014,4,Clear Creek,41,43,83,Estimate
21,2014,0,Conejos,63,60,123,Estimate
21,2014,1,Conejos,56,54,110,Estimate
21,2014,2,Conejos,64,62,126,Estimate
21,2014,3,Conejos,54,51,105,Estimate
21,2014,4,Conejos,58,78,137,Estimate
23,2014,0,Costilla,15,14,29,Estimate
23,2014,1,Costilla,15,14,30,Estimate
23,2014,2,Costilla,15,14,30,Estimate
23,2014,3,Costilla,20,19,40,Estimate
23,2014,4,Costilla,18,16,35,Estimate
25,2014,0,Crowley,17,16,32,Estimate
25,2014,1,Crowley,21,20,41,Estimate
25,2014,2,Crowley,18,18,36,Estimate
25,2014,3,Crowley,15,15,30,Estimate
25,2014,4,Crowley,14,18,32,Estimate
27,2014,0,Custer,12,11,23,Estimate
27,2014,1,Custer,12,11,23,Estimate
27,2014,2,Custer,15,14,29,Estimate
27,2014,3,Custer,13,12,25,Estimate
27,2014,4,Custer,11,16,26,Estimate
29,2014,0,Delta,145,138,283,Estimate
29,2014,1,Delta,154,148,302,Estimate
29,2014,2,Delta,160,153,314,Estimate
29,2014,3,Delta,159,152,311,Estimate
29,2014,4,Delta,155,147,302,Estimate
31,2014,0,Denver,4838,4633,9471,Estimate
31,2014,1,Denver,4639,4440,9079,Estimate
31,2014,2,Denver,4453,4261,8714,Estimate
31,2014,3,Denver,4520,4327,8847,Estimate
31,2014,4,Denver,4050,4007,8057,Estimate
33,2014,0,Dolores,8,7,15,Estimate
33,2014,1,Dolores,9,8,17,Estimate
33,2014,2,Dolores,12,12,24,Estimate
33,2014,3,Dolores,9,9,18,Estimate
33,2014,4,Dolores,7,14,21,Estimate
35,2014,0,Douglas,1840,1759,3600,Estimate
35,2014,1,Douglas,1804,1727,3531,Estimate
35,2014,2,Douglas,1848,1769,3617,Estimate
35,2014,3,Douglas,1905,1824,3728,Estimate
35,2014,4,Douglas,2005,1883,3887,Estimate
37,2014,0,Eagle,332,317,650,Estimate
37,2014,1,Eagle,301,288,588,Estimate
37,2014,2,Eagle,339,325,664,Estimate
37,2014,3,Eagle,311,299,610,Estimate
37,2014,4,Eagle,345,349,695,Estimate
39,2014,0,Elbert,96,92,188,Estimate
39,2014,1,Elbert,87,83,170,Estimate
39,2014,2,Elbert,98,94,191,Estimate
39,2014,3,Elbert,101,97,197,Estimate
39,2014,4,Elbert,104,103,207,Estimate
41,2014,0,El Paso,4701,4491,9192,Estimate
41,2014,1,El Paso,4638,4436,9074,Estimate
41,2014,2,El Paso,4676,4474,9150,Estimate
41,2014,3,El Paso,4736,4532,9268,Estimate
41,2014,4,El Paso,4515,4330,8845,Estimate
43,2014,0,Fremont,195,186,382,Estimate
43,2014,1,Fremont,170,163,333,Estimate
43,2014,2,Fremont,197,189,385,Estimate
43,2014,3,Fremont,197,189,386,Estimate
43,2014,4,Fremont,182,190,371,Estimate
45,2014,0,Garfield,391,374,764,Estimate
45,2014,1,Garfield,408,390,798,Estimate
45,2014,2,Garfield,390,373,762,Estimate
45,2014,3,Garfield,418,400,818,Estimate
45,2014,4,Garfield,445,394,839,Estimate
47,2014,0,Gilpin,22,21,42,Estimate
47,2014,1,Gilpin,27,26,52,Estimate
47,2014,2,Gilpin,22,21,44,Estimate
47,2014,3,Gilpin,27,26,53,Estimate
47,2014,4,Gilpin,33,26,59,Estimate
49,2014,0,Grand,65,62,127,Estimate
49,2014,1,Grand,63,60,122,Estimate
49,2014,2,Grand,59,56,115,Estimate
49,2014,3,Grand,56,54,109,Estimate
49,2014,4,Grand,70,75,146,Estimate
51,2014,0,Gunnison,71,68,139,Estimate
51,2014,1,Gunnison,79,75,154,Estimate
51,2014,2,Gunnison,86,83,169,Estimate
51,2014,3,Gunnison,81,78,159,Estimate
51,2014,4,Gunnison,84,79,164,Estimate
53,2014,0,Hinsdale,3,3,6,Estimate
53,2014,1,Hinsdale,5,5,9,Estimate
53,2014,2,Hinsdale,3,3,6,Estimate
53,2014,3,Hinsdale,2,2,5,Estimate
53,2014,4,Hinsdale,7,4,11,Estimate
55,2014,0,Huerfano,21,20,41,Estimate
55,2014,1,Huerfano,26,24,50,Estimate
55,2014,2,Huerfano,31,29,60,Estimate
55,2014,3,Huerfano,24,23,47,Estimate
55,2014,4,Huerfano,27,27,55,Estimate
57,2014,0,Jackson,9,9,18,Estimate
57,2014,1,Jackson,3,3,7,Estimate
57,2014,2,Jackson,5,5,10,Estimate
57,2014,3,Jackson,7,6,13,Estimate
57,2014,4,Jackson,5,4,10,Estimate
59,2014,0,Jefferson,3042,2911,5953,Estimate
59,2014,1,Jefferson,2928,2803,5731,Estimate
59,2014,2,Jefferson,2947,2824,5771,Estimate
59,2014,3,Jefferson,2976,2853,5829,Estimate
59,2014,4,Jefferson,3081,2993,6075,Estimate
61,2014,0,Kiowa,10,9,19,Estimate
61,2014,1,Kiowa,8,7,15,Estimate
61,2014,2,Kiowa,4,4,8,Estimate
61,2014,3,Kiowa,10,10,21,Estimate
61,2014,4,Kiowa,2,7,10,Estimate
63,2014,0,Kit Carson,47,44,91,Estimate
63,2014,1,Kit Carson,42,40,83,Estimate
63,2014,2,Kit Carson,47,45,91,Estimate
63,2014,3,Kit Carson,52,49,101,Estimate
63,2014,4,Kit Carson,48,54,102,Estimate
65,2014,0,Lake,41,40,81,Estimate
65,2014,1,Lake,42,40,81,Estimate
65,2014,2,Lake,37,36,73,Estimate
65,2014,3,Lake,53,51,104,Estimate
65,2014,4,Lake,53,57,109,Estimate
67,2014,0,La Plata,283,270,554,Estimate
67,2014,1,La Plata,255,244,499,Estimate
67,2014,2,La Plata,279,267,546,Estimate
67,2014,3,La Plata,285,273,558,Estimate
67,2014,4,La Plata,306,273,579,Estimate
69,2014,0,Larimer,1838,1759,3598,Estimate
69,2014,1,Larimer,1810,1734,3544,Estimate
69,2014,2,Larimer,1863,1786,3650,Estimate
69,2014,3,Larimer,1849,1774,3624,Estimate
69,2014,4,Larimer,1905,1809,3714,Estimate
71,2014,0,Las Animas,60,57,118,Estimate
71,2014,1,Las Animas,71,68,139,Estimate
71,2014,2,Las Animas,72,69,142,Estimate
71,2014,3,Las Animas,72,69,140,Estimate
71,2014,4,Las Animas,82,58,140,Estimate
73,2014,0,Lincoln,26,25,51,Estimate
73,2014,1,Lincoln,37,36,73,Estimate
73,2014,2,Lincoln,27,26,53,Estimate
73,2014,3,Lincoln,34,32,66,Estimate
73,2014,4,Lincoln,36,25,61,Estimate
75,2014,0,Logan,123,118,241,Estimate
75,2014,1,Logan,126,121,247,Estimate
75,2014,2,Logan,109,104,213,Estimate
75,2014,3,Logan,102,98,200,Estimate
75,2014,4,Logan,113,92,205,Estimate
77,2014,0,Mesa,895,856,1751,Estimate
77,2014,1,Mesa,935,894,1828,Estimate
77,2014,2,Mesa,911,871,1783,Estimate
77,2014,3,Mesa,958,916,1874,Estimate
77,2014,4,Mesa,999,926,1925,Estimate
79,2014,0,Mineral,2,2,5,Estimate
79,2014,1,Mineral,2,2,4,Estimate
79,2014,2,Mineral,3,3,6,Estimate
79,2014,3,Mineral,3,3,5,Estimate
79,2014,4,Mineral,1,7,8,Estimate
81,2014,0,Moffat,89,85,173,Estimate
81,2014,1,Moffat,95,91,185,Estimate
81,2014,2,Moffat,80,77,157,Estimate
81,2014,3,Moffat,89,85,173,Estimate
81,2014,4,Moffat,102,81,183,Estimate
83,2014,0,Montezuma,166,159,325,Estimate
83,2014,1,Montezuma,151,144,295,Estimate
83,2014,2,Montezuma,151,145,296,Estimate
83,2014,3,Montezuma,159,152,310,Estimate
83,2014,4,Montezuma,166,150,316,Estimate
85,2014,0,Montrose,246,235,482,Estimate
85,2014,1,Montrose,231,221,452,Estimate
85,2014,2,Montrose,202,194,396,Estimate
85,2014,3,Montrose,246,235,481,Estimate
85,2014,4,Montrose,254,225,479,Estimate
87,2014,0,Morgan,218,208,426,Estimate
87,2014,1,Morgan,206,197,403,Estimate
87,2014,2,Morgan,209,200,409,Estimate
87,2014,3,Morgan,227,217,444,Estimate
87,2014,4,Morgan,205,222,427,Estimate
89,2014,0,Otero,111,106,218,Estimate
89,2014,1,Otero,97,93,190,Estimate
89,2014,2,Otero,139,133,272,Estimate
89,2014,3,Otero,128,123,251,Estimate
89,2014,4,Otero,104,122,226,Estimate
91,2014,0,Ouray,18,17,35,Estimate
91,2014,1,Ouray,17,16,34,Estimate
91,2014,2,Ouray,18,18,36,Estimate
91,2014,3,Ouray,16,16,32,Estimate
91,2014,4,Ouray,15,25,40,Estimate
93,2014,0,Park,51,49,99,Estimate
93,2014,1,Park,53,50,103,Estimate
93,2014,2,Park,60,57,117,Estimate
93,2014,3,Park,64,61,125,Estimate
93,2014,4,Park,71,78,149,Estimate
95,2014,0,Phillips,34,32,66,Estimate
95,2014,1,Phillips,21,20,42,Estimate
95,2014,2,Phillips,29,28,57,Estimate
95,2014,3,Phillips,26,25,52,Estimate
95,2014,4,Phillips,24,26,51,Estimate
97,2014,0,Pitkin,68,65,134,Estimate
97,2014,1,Pitkin,64,61,125,Estimate
97,2014,2,Pitkin,65,62,128,Estimate
97,2014,3,Pitkin,87,83,170,Estimate
97,2014,4,Pitkin,69,71,139,Estimate
99,2014,0,Prowers,73,70,143,Estimate
99,2014,1,Prowers,83,80,163,Estimate
99,2014,2,Prowers,94,90,183,Estimate
99,2014,3,Prowers,72,69,141,Estimate
99,2014,4,Prowers,96,88,184,Estimate
101,2014,0,Pueblo,978,935,1913,Estimate
101,2014,1,Pueblo,932,892,1825,Estimate
101,2014,2,Pueblo,940,900,1840,Estimate
101,2014,3,Pueblo,929,890,1819,Estimate
101,2014,4,Pueblo,1055,918,1973,Estimate
103,2014,0,Rio Blanco,36,34,70,Estimate
103,2014,1,Rio Blanco,41,39,80,Estimate
103,2014,2,Rio Blanco,37,36,73,Estimate
103,2014,3,Rio Blanco,55,52,107,Estimate
103,2014,4,Rio Blanco,58,39,97,Estimate
105,2014,0,Rio Grande,75,72,148,Estimate
105,2014,1,Rio Grande,75,72,147,Estimate
